Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0,0,0,0,2,0,0.2,0.2,0,0,Nov,3,2,9,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,270.5833333,0.04,0.07,0,0,Dec,1,1,5,8,Returning_Visitor,TRUE,FALSE
3,38.5,0,0,15,130.05,0.023529412,0.050980392,0,0,Nov,1,1,3,1,Returning_Visitor,FALSE,FALSE
6,111,0,0,13,522,0,0.011111111,36.65444444,0,May,2,2,2,2,New_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,1,0,21,472.5,0.019047619,0.019047619,34.27708553,0,Nov,1,1,1,10,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,444.25,0.028571429,0.021428571,0,0,Nov,3,2,3,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,65,3873.02197,0.014393939,0.01991342,0,0,Nov,3,2,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,30,480.25,0.007777778,0.025,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
2,87.83333333,1,113,67,4868,0,0.003174603,48.45370723,0,Dec,2,2,5,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,11,142.1666667,0.02,0.03,0,0,May,2,2,9,4,Returning_Visitor,TRUE,FALSE
3,35.33333333,0,0,13,151.5,0.003333333,0.016444444,0,0.8,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
5,613.5,0,0,470,14129.8808,0,0.00362107,13.38149414,0,Nov,4,2,9,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,20,593.7019802,0,0.005364455,20.82613173,0,Nov,2,5,2,5,Returning_Visitor,TRUE,TRUE
2,45.5,0,0,39,2011.041667,0,0.0125,53.73655336,0,Nov,2,2,1,8,Returning_Visitor,FALSE,TRUE
22,474.4764124,3,167.1428571,92,2324.820965,0.014613095,0.020072361,7.935285933,0,Nov,3,2,2,13,Returning_Visitor,FALSE,TRUE
0,0,3,65,15,1957.616667,0,0.00625,0,0,Mar,1,1,1,1,Returning_Visitor,TRUE,FALSE
3,79,0,0,38,1272.916667,0.004878049,0.020139373,9.401136585,0,Mar,2,4,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,3,2,1,3,Returning_Visitor,FALSE,FALSE
2,102.5,3,60,22,1034.975,0,0.014,16.14384,0,Mar,1,1,4,2,Returning_Visitor,FALSE,TRUE
8,96.75,1,73.75,64,2527.083333,0,0.005239899,0,0,Nov,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,1,21,15,498.5,0,0.026666667,32.1908,0,May,2,4,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,2,84,0.15,0.166666667,0,0,Nov,3,2,6,3,Returning_Visitor,TRUE,FALSE
5,68,2,9,32,1195.583333,0.01981982,0.036486486,32.0201901,0,Nov,2,5,3,2,Returning_Visitor,FALSE,TRUE
1,8,0,0,28,643.875,0,0.003571429,0,0.6,May,2,4,1,2,New_Visitor,FALSE,FALSE
1,32,0,0,50,2867,0,0.004,153.4432478,0,Mar,2,2,7,8,Returning_Visitor,TRUE,TRUE
4,113.25,0,0,91,1746.108683,0,0.00428729,0,0,Nov,2,2,8,8,New_Visitor,FALSE,FALSE
0,0,5,194.4,8,197.9,0.036363636,0.054545455,0,0,Aug,1,1,3,4,Returning_Visitor,FALSE,TRUE
1,135,0,0,2,141,0,0.066666667,0,0,Mar,2,2,1,10,Returning_Visitor,FALSE,FALSE
9,249.5,0,0,66,2506.333333,0.015277778,0.041369048,13.99708333,0,May,2,2,6,6,Returning_Visitor,FALSE,TRUE
3,75.4,0,0,18,1051.42,0.00952381,0.019047619,0,0,Oct,2,5,2,2,New_Visitor,FALSE,FALSE
0,0,0,0,17,231,0.011764706,0.029411765,0,0,Nov,2,10,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,173.5,0,0.008333333,0,0,Dec,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,2,485.8333333,89,3747.814286,0.013636364,0.030211039,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE,TRUE
7,109.0416667,0,0,35,1136.083333,0,0.013157895,46.21605051,0,Nov,3,2,3,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,2,2,7,1,Returning_Visitor,TRUE,FALSE
5,85.33333333,3,8,213,8591.591742,0.003993856,0.01587654,8.024865728,0,Nov,2,2,1,10,Returning_Visitor,FALSE,TRUE
10,261.5,1,55.5,122,3411.955853,0.01056,0.029876364,0,0,Nov,2,2,1,13,Returning_Visitor,FALSE,TRUE
8,139.6818182,8,353.3333333,45,2003.415152,0.007142857,0.00755102,5.576720936,0,Mar,2,2,4,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,13,221.5,0,0.020512821,0,0,Nov,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,7,221.7142857,0.028571429,0.060714286,0,0,Mar,3,3,1,3,Returning_Visitor,FALSE,FALSE
2,6,0,0,38,876.4766667,0,0.014529915,6.328693274,0,Oct,3,2,1,1,Returning_Visitor,FALSE,TRUE
2,20,0,0,24,242,0.018181818,0.045454545,0,0,May,2,2,4,11,Returning_Visitor,FALSE,FALSE
1,23.2,0,0,30,964.4666667,0,0.003571429,51.03362522,0,Oct,2,2,5,2,New_Visitor,FALSE,TRUE
10,305.905303,1,89.95454545,101,6038.244769,0.001904762,0.019112158,51.36077038,0,Nov,2,4,3,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,16,318.75,0,0.004166667,0,0,Nov,2,2,7,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,4,163,0.05,0.1,0,0,Dec,2,2,3,11,Returning_Visitor,FALSE,FALSE
0,0,1,28,13,474.6666667,0,0.014285714,33.41,0,Mar,2,2,1,6,Returning_Visitor,FALSE,TRUE
2,81.6,0,0,1,27.2,0,0.04,0,0,Oct,3,2,3,5,New_Visitor,FALSE,TRUE
1,87,3,40,17,546,0,0.004761905,0,0,Mar,3,6,1,1,Returning_Visitor,TRUE,FALSE
8,79.16666667,2,45,62,3657.101515,0.000952381,0.020897436,9.027320816,0,May,2,7,4,4,Returning_Visitor,FALSE,TRUE
1,34,0,0,7,179,0,0.028571429,53.13428571,0,Mar,2,4,2,8,New_Visitor,FALSE,TRUE
7,229.75,0,0,33,760.6190476,0,0.011111111,51.86660251,0,Nov,2,2,3,2,New_Visitor,FALSE,TRUE
14,515.9821429,0,0,170,7128.75377,0.003370787,0.016081238,4.470297685,0,Nov,2,2,7,1,Returning_Visitor,TRUE,TRUE
9,88.60416667,0,0,114,2997.00203,0,0.005989942,32.56725746,0,Nov,2,4,2,2,Returning_Visitor,FALSE,TRUE
9,576.6208333,0,0,57,1878.195833,0.003472222,0.010446429,5.002669777,0,Nov,2,2,4,8,New_Visitor,FALSE,TRUE
0,0,0,0,13,190.25,0.030769231,0.049230769,0,0,May,2,2,1,13,Returning_Visitor,FALSE,FALSE
2,17,0,0,7,1093,0.0375,0.1125,0,0,Mar,2,2,3,1,Returning_Visitor,FALSE,FALSE
3,49.75,0,0,20,547.4007937,0,0.011688312,15.06586317,0,Nov,3,2,5,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,11,300.0714286,0,0.02,53.9892,0,Mar,2,2,1,11,Returning_Visitor,TRUE,TRUE
4,76.125,0,0,13,487.4583333,0,0.024444444,0,0,Dec,2,4,8,2,Returning_Visitor,FALSE,FALSE
3,72,1,0,38,461.5,0.01,0.023666667,0,0,Mar,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,129.25,0,0.033333333,0,0,Dec,1,1,4,2,New_Visitor,TRUE,FALSE
2,61,0,0,5,97,0,0.04,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Jul,3,2,1,13,Returning_Visitor,FALSE,FALSE
5,39,0,0,13,137,0,0.011764706,0,0,Nov,2,4,3,2,New_Visitor,FALSE,TRUE
14,416.3928571,6,449.3333333,258,11301.20416,0,0.00742538,33.6117917,0,Mar,2,4,9,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,5,62.75,0,0.04,0,0,Dec,2,2,6,2,Returning_Visitor,TRUE,FALSE
4,52,1,7,46,3087,0.003773585,0.021383648,16.94643793,0,Mar,2,2,3,8,Returning_Visitor,FALSE,TRUE
0,0,1,3.5,13,503,0,0.008333333,0,0,May,3,2,4,2,Returning_Visitor,FALSE,FALSE
7,156.7166667,0,0,52,2335.064286,0.007142857,0.010563841,0,0,Mar,3,2,1,2,Returning_Visitor,FALSE,FALSE
1,41.33333333,0,0,44,3227.5,0,0.004651163,28.53153488,0.6,May,2,2,4,13,Returning_Visitor,FALSE,TRUE
5,209.625,2,118.75,21,398,0.006896552,0.02183908,0,0,Dec,2,2,4,2,New_Visitor,FALSE,FALSE
2,287.5,2,12.5,9,979,0.01025641,0.041025641,0,0,Oct,1,1,4,3,Returning_Visitor,FALSE,FALSE
2,110.8,0,0,6,85.76666667,0,0.028571429,59.57182786,0,Aug,1,1,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0.4,Feb,2,4,3,3,Returning_Visitor,FALSE,FALSE
3,24.75,0,0,2,74.75,0,0.022222222,0,0,Nov,2,2,3,2,New_Visitor,FALSE,TRUE
1,30.25,0,0,13,392.1875,0,0.005128205,60.26309658,0,Dec,1,8,1,20,New_Visitor,FALSE,TRUE
0,0,0,0,16,519.8666667,0,0,0,0,Jul,1,1,1,4,Returning_Visitor,FALSE,FALSE
5,127.8,0,0,15,766.8238095,0,0,65.4726506,0,Aug,1,8,4,1,Returning_Visitor,FALSE,TRUE
3,281.9166667,2,6,83,2616.905952,0.002409639,0.033978772,0,0,Nov,2,2,3,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,2,0,0.2,0.2,0,0,Nov,2,2,1,1,Returning_Visitor,FALSE,FALSE
2,56.5,1,28.75,42,1753.083333,0,0.007301587,4.59675105,0,Nov,4,1,9,8,Returning_Visitor,TRUE,TRUE
0,0,0,0,4,236.8,0,0.05,36.26141924,0,Oct,2,2,3,1,Returning_Visitor,FALSE,TRUE
9,183.7857143,1,90,95,3346.501984,0.00211827,0.018655904,5.932009013,0,Nov,3,2,2,2,Returning_Visitor,FALSE,TRUE
4,200.8333333,0,0,18,381.3333333,0,0.009090909,0,0,Mar,2,4,7,2,New_Visitor,TRUE,FALSE
2,76,0,0,33,831.1111111,0,0.0125,77.97458009,0,Dec,2,2,4,2,Returning_Visitor,TRUE,TRUE
1,17.5,0,0,8,163,0,0.011111111,0,0,Mar,3,2,1,2,New_Visitor,TRUE,FALSE
0,0,0,0,14,124.75,0,0.028571429,0,0,Dec,4,6,4,2,Returning_Visitor,FALSE,FALSE
2,15,0,0,38,1880.966667,0.003703704,0.023809524,12.59766667,0,May,4,1,1,4,Returning_Visitor,TRUE,TRUE
3,62.5,0,0,46,1048.107143,0.004,0.013,20.88414313,0,Dec,2,2,3,2,Returning_Visitor,FALSE,TRUE
1,103,0,0,20,1140.666667,0,0.005,19.18108767,0,Dec,3,2,3,2,New_Visitor,FALSE,TRUE
8,245.1666667,2,114.5,129,3098.912088,0,0.001704261,9.073052632,0,May,2,4,1,4,Returning_Visitor,TRUE,FALSE
5,76,0,0,20,535.25,0,0.015789474,0,0,Dec,1,1,1,3,Returning_Visitor,TRUE,FALSE
5,1417.5,0,0,36,1051.248276,0,0.002293202,0,0,Mar,2,2,5,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,11,267.5666667,0,0.009090909,7.68745056,0,Oct,2,2,1,3,New_Visitor,FALSE,TRUE
2,58.4,0,0,54,3708.392857,0.002631579,0.020467836,11.7031641,0,Sep,4,2,9,13,Returning_Visitor,FALSE,TRUE
6,254,0,0,48,1740.525631,0,0.004876543,0,0,Nov,1,1,3,2,New_Visitor,FALSE,TRUE
0,0,0,0,15,612,0,0.013333333,0,0,Nov,1,2,8,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,8,856.4166667,0,0.028571429,44.56114286,0.6,May,2,4,9,5,Returning_Visitor,FALSE,TRUE
9,188.5638298,0,0,199,7750.537279,0.007911051,0.021772308,3.012181822,0,Nov,3,2,4,13,Returning_Visitor,FALSE,TRUE
7,99.8,5,466.4,28,839.7333333,0.001754386,0.009231412,0,0,Nov,2,2,3,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,42,1892.005556,0.02195122,0.040859466,0,0,Nov,1,1,1,13,Returning_Visitor,TRUE,TRUE
1,25.5,0,0,0,0,0,0.066666667,0,0,Nov,1,1,8,8,New_Visitor,FALSE,TRUE
0,0,0,0,14,242.0833333,0.014285714,0.023809524,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,9,389,0,0.011111111,0,0,Mar,2,2,3,3,Returning_Visitor,TRUE,FALSE
2,83.6,0,0,43,1582.7,0.004545455,0.014393939,0,0,Nov,3,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,668,0,0.022222222,0,0,Nov,2,4,9,6,Returning_Visitor,FALSE,FALSE
7,148.6,3,99.6,8,144.9,0,0.021052632,27.14408757,0,Sep,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,1,44,14,549.5,0,0.013333333,43.252,0.2,May,2,4,1,2,New_Visitor,FALSE,TRUE
3,50.15,0,0,26,1107.116667,0,0.009490509,0,0,Aug,2,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,36,0,0.066666667,0,0,Mar,3,2,6,2,Returning_Visitor,TRUE,FALSE
8,17.34848485,0,0,19,291.2589744,0,0.043589744,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
8,172.2,0,0,28,682.2,0.001212121,0.007272727,13.11145455,0,May,2,2,5,13,Returning_Visitor,FALSE,FALSE
2,143.8,1,0,6,90.75,0.022222222,0.055555556,0,0,May,3,2,8,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,330.1666667,0,0.021428571,0,0,Dec,3,2,9,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,21,0,0.1,0,0,May,3,2,1,3,New_Visitor,FALSE,FALSE
0,0,0,0,29,1211.166667,0,0.006896552,0,0,Nov,2,2,4,2,New_Visitor,FALSE,TRUE
2,30,0,0,176,4126.353297,0.001363636,0.011363949,22.02197159,0.6,May,2,2,7,2,Returning_Visitor,FALSE,TRUE
4,169.2,0,0,14,315.4666667,0,0.011111111,34.75023292,0,Jul,2,2,1,2,Returning_Visitor,TRUE,TRUE
3,23,2,10.16666667,85,1311.072012,0.002657807,0.015013618,0,1,May,3,2,1,3,Returning_Visitor,TRUE,FALSE
2,452.5,0,0,18,762.2380952,0,0.002352941,0,0,Nov,1,1,6,2,New_Visitor,FALSE,FALSE
0,0,0,0,14,121,0.092857143,0.116666667,0,0.4,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,7,0,0.05,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
3,32.2,0,0,81,1199.616667,0,0.00617284,0,0,Sep,2,2,2,1,Returning_Visitor,TRUE,TRUE
3,99.75,0,0,31,835.5833333,0,0.006451613,47.44850792,0,Nov,2,2,1,10,Returning_Visitor,FALSE,TRUE
3,75.6,0,0,122,1655.57,0,0.0064,17.0952864,0,Aug,2,10,4,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,11,164,0.036363636,0.054545455,0,0,Jul,2,5,6,1,Returning_Visitor,FALSE,FALSE
2,27,0,0,6,558,0,0.0125,0,0,Mar,2,2,3,8,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,3,3,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,311,0.1,0.166666667,0,0.6,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,56,2749.15,0.000595238,0.023809524,0,0,Nov,2,2,1,8,Returning_Visitor,FALSE,TRUE
1,32,0,0,13,813.8,0,0.030769231,32.43738462,0,May,1,1,3,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,72,2347.716667,0.028169014,0.037793427,0,0.8,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,37,684.7272727,0.005405405,0.023423423,0,0,Mar,2,4,3,1,Returning_Visitor,FALSE,FALSE
6,72.01960784,4,343,157,4461.28524,8.08e-05,0.007018826,31.85608032,0,Dec,2,4,3,2,Returning_Visitor,FALSE,TRUE
0,0,1,0,51,2122.656061,0,0.007051282,9.294775641,0,Mar,2,2,1,10,Returning_Visitor,FALSE,TRUE
1,46.4,0,0,13,118.2666667,0,0.014285714,0,0,Jul,1,2,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.1,0.2,0,0,Jul,2,2,2,5,New_Visitor,TRUE,FALSE
8,889.1666667,0,0,137,5588.185426,0.000729167,0.026320008,6.898232461,0,Nov,2,2,1,3,Returning_Visitor,FALSE,TRUE
4,302.5,0,0,15,257.1666667,0.05,0.04875,0,0,Dec,3,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,50,0.033333333,0.066666667,0,0,May,2,5,6,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,42.2,0,0.04,0,0,June,2,2,3,1,Returning_Visitor,FALSE,FALSE
3,27.53333333,1,0,45,3141.258333,0.02173913,0.040017253,6.673695652,1,May,3,2,1,3,Returning_Visitor,TRUE,TRUE
0,0,0,0,6,77,0,0.016666667,0,0.6,May,2,2,2,4,Returning_Visitor,FALSE,FALSE
7,78.35714286,3,210.6666667,309,12158.19639,0.007586207,0.025532176,0,0,Nov,2,2,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,10,3,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,11,1267.25,0.02,0.03,0,0,Nov,1,8,2,11,New_Visitor,TRUE,FALSE
2,38,0,0,11,713,0,0.016666667,113.98,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
2,140,0,0,6,130,0,0.025,0,0,Mar,1,1,4,2,New_Visitor,TRUE,FALSE
0,0,0,0,6,81,0.08,0.133333333,0,1,May,1,1,2,4,Returning_Visitor,TRUE,FALSE
8,162.4166667,2,102,25,357.1666667,0.007407407,0.015873016,0,0,Dec,4,1,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,252.3,0,0,22.15399132,0,Nov,1,1,7,3,Returning_Visitor,FALSE,TRUE
0,0,0,0,40,587.6911765,0.005,0.020277778,0,0.8,May,2,10,1,3,Returning_Visitor,FALSE,FALSE
5,156.2,0,0,22,742,0,0.007407407,32.22252197,0,Sep,1,1,3,5,New_Visitor,TRUE,TRUE
0,0,0,0,17,445,0.047058824,0.062745098,0,0,Mar,2,2,6,1,Returning_Visitor,FALSE,FALSE
7,54.84285714,7,475.2,20,393.4095238,0.027380952,0.033928571,0,0,Jul,2,2,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,19,593.75,0,0.014035088,0,0,Nov,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,18,346.5666667,0.02962963,0.062962963,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE,FALSE
2,67.5,0,0,10,268,0,0.018181818,59.51850423,0,Dec,2,2,1,2,New_Visitor,FALSE,TRUE
1,0,0,0,21,574.722619,0,0.018888889,6.284044913,0,Mar,2,2,1,2,Returning_Visitor,FALSE,TRUE
1,206,2,69.5,65,1140.791667,0,0.020707071,6.641911419,0,Nov,2,2,4,2,Returning_Visitor,FALSE,TRUE
7,161.25,1,0,32,1038.797619,0,0.015714286,59.96777143,0.2,May,1,1,4,2,Returning_Visitor,FALSE,TRUE
3,105,1,0,286,9952.349817,0.004181185,0.015495489,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
2,18.75,4,355.5,57,1182.590278,0.015384615,0.027094017,14.15437174,0,Nov,1,1,1,10,Returning_Visitor,FALSE,TRUE
1,40,5,279.5,62,1088.830952,0.000980392,0.007230392,11.48461765,0,Mar,3,2,1,9,Returning_Visitor,TRUE,TRUE
1,18,0,0,62,1288.130556,0.003278689,0.009071038,13.63692586,0,Nov,2,10,1,3,Returning_Visitor,FALSE,TRUE
13,189.2215153,3,22.5,108,4033.471998,0.007402653,0.013739852,24.02645488,0,May,3,2,9,13,Returning_Visitor,TRUE,TRUE
6,97.88235294,2,9,58,2293.59902,0.008357771,0.033973374,6.7485,0,May,2,2,7,4,Returning_Visitor,FALSE,TRUE
5,140,0,0,21,839.4166667,0.011594203,0.008695652,30.83748589,0,Dec,3,2,3,1,Returning_Visitor,FALSE,TRUE
5,266,0,0,29,730.35,0.006060606,0.026262626,32.91300914,0,Nov,4,1,8,1,Returning_Visitor,FALSE,TRUE
1,120.5,1,260.5,22,1148.166667,0.009090909,0.036363636,7.518979759,0,Nov,2,2,1,1,Returning_Visitor,TRUE,TRUE
1,0,0,0,3,259,0,0.04,48.04726202,0,Oct,2,2,1,4,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,149,0,0.033333333,64.788,0,May,2,2,1,2,Returning_Visitor,FALSE,TRUE
8,125.6309524,6,75,312,13379.36658,0.002769231,0.014969192,8.055833998,0,Dec,2,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,5,161.5,60,2789.166667,0,0.005026455,31.31885714,0,May,2,2,6,2,Returning_Visitor,FALSE,TRUE
2,64.5,0,0,24,1151.136905,0,0.0186,15.27655756,0,Dec,2,2,3,2,Returning_Visitor,FALSE,TRUE
6,65.41666667,0,0,29,1904.541667,0.004848485,0.026060606,0,0,Nov,1,1,2,8,Returning_Visitor,FALSE,TRUE
0,0,0,0,11,321.9583333,0,0.022222222,0,0,May,3,2,6,5,Returning_Visitor,FALSE,FALSE
0,0,0,0,19,989.3333333,0,0.011111111,25.109,0,May,3,2,1,2,New_Visitor,TRUE,TRUE
1,7,4,103.75,99,3517.039683,0.007189542,0.020421866,0,0,Nov,2,2,1,8,Returning_Visitor,FALSE,TRUE
7,153.85,0,0,19,504.6,0,0.018518519,0,0,Dec,1,1,1,8,Returning_Visitor,FALSE,TRUE
9,236.8,0,0,240,5523.926505,0,0.001197045,20.62387076,0,Oct,2,5,4,20,Returning_Visitor,FALSE,TRUE
2,69,2,92,37,796.9571429,0,0.0242741,3.978276423,0,Mar,2,2,7,2,Returning_Visitor,FALSE,TRUE
11,1305.114737,4,629.5142857,27,1161.479023,0.009803922,0.022538246,12.76490187,0,Oct,1,2,3,20,Returning_Visitor,FALSE,TRUE
0,0,0,0,12,366.5,0,0.016666667,287.9537928,0,Dec,2,2,1,2,New_Visitor,FALSE,TRUE
4,20.06666667,1,189.4,10,297.1666667,0,0.028571429,0,0,Nov,2,2,1,4,Returning_Visitor,FALSE,FALSE
2,77.5,3,92,18,341.2916667,0,0.009090909,0,0,Mar,1,1,1,2,New_Visitor,TRUE,FALSE
0,0,0,0,81,1950.840873,0.004938272,0.024773663,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,18,773.2,0,0.0125,46.4748023,0,Nov,1,1,3,1,New_Visitor,FALSE,TRUE
3,21,0,0,17,256.95,0,0.02,0,0,Nov,2,4,1,8,New_Visitor,TRUE,TRUE
1,52.5,0,0,162,3608.432937,0.001242236,0.004347826,54.0486956,0,Nov,2,2,7,2,New_Visitor,FALSE,TRUE
4,142.5,0,0,56,1885.33744,0.010714286,0.038102106,5.04016763,0,Nov,2,5,3,11,Returning_Visitor,FALSE,TRUE
0,0,0,0,8,128.5,0,0.025,0,0,Mar,2,2,1,1,Returning_Visitor,FALSE,FALSE
1,24,0,0,15,496.75,0,0.00625,115.48625,0,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
1,26.5,0,0,13,470.5,0,0.016666667,41.422095,0,Nov,1,1,4,2,New_Visitor,FALSE,TRUE
2,12.625,3,95,29,1268.125,0.008333333,0.038,25.04441774,0,Nov,2,2,1,10,Returning_Visitor,FALSE,TRUE
6,352.5,0,0,21,696.6666667,0,0.0125,75.06781572,0,Mar,2,2,6,10,New_Visitor,TRUE,TRUE
1,3,0,0,7,114.8333333,0.014285714,0.007142857,0,0,Mar,3,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,710.0666667,0,0.007692308,72.52283848,0,Nov,1,1,2,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,19,692.6222222,0,0.001470588,53.988,0.6,May,6,2,9,2,New_Visitor,FALSE,TRUE
9,444.2847222,0,0,534,18504.12621,0.010856514,0.023309001,2.54795624,0,Nov,2,2,3,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,5,186.0666667,0.146666667,0.15952381,0,0,June,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,80,0,0.033333333,0,0,Mar,3,2,1,10,Returning_Visitor,TRUE,FALSE
0,0,0,0,21,1051.166667,0,0.00952381,14.14084367,0,Nov,1,8,2,6,New_Visitor,TRUE,TRUE
6,116.6973684,0,0,171,9405.836721,0.008313228,0.028256171,0,0,Dec,3,2,3,2,Returning_Visitor,FALSE,TRUE
0,0,1,0,26,668.5,0,0.007407407,0,0,Nov,2,2,3,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,644.875,0,0.044,0,0,Nov,2,2,3,2,Returning_Visitor,FALSE,FALSE
3,40,0,0,19,1051.5,0.008333333,0.030555556,12.18,0.6,May,1,1,4,3,Returning_Visitor,FALSE,TRUE
12,155.6,6,282,52,1283.052597,0.024747475,0.039201413,12.07468889,0,May,1,1,3,2,Returning_Visitor,FALSE,FALSE
7,139.575,0,0,30,986.5,0,0.011428571,36.39286104,0,Dec,2,10,1,2,New_Visitor,FALSE,TRUE
1,0,0,0,10,645.2,0.03,0.05,0,0,Jul,3,2,4,1,Returning_Visitor,FALSE,FALSE
5,70.20765027,0,0,89,2542.60431,0.001811594,0.012188596,5.887666731,0,Nov,2,2,4,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,20,526.8,0,0.010526316,104.2012273,0,Sep,2,2,1,2,Returning_Visitor,FALSE,TRUE
4,75.1,0,0,7,102.7,0,0.011111111,0,0,Sep,2,4,6,2,Returning_Visitor,FALSE,TRUE
4,206.3333333,0,0,20,917.35,0,0.008333333,23.83323089,0,Mar,4,2,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,15,1137,0.04,0.044444444,0,0.8,May,4,2,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,2,2,8,11,Returning_Visitor,FALSE,FALSE
3,107.2083333,0,0,17,513.25,0,0.012030075,17.54619116,0,Nov,2,2,1,10,Returning_Visitor,FALSE,TRUE
4,390.5,0,0,27,1285.583333,0,0.006896552,14.67222588,0,Dec,2,2,8,2,Returning_Visitor,FALSE,TRUE
4,181.5,0,0,34,2265.571429,0,0.018018018,28.11367347,0,Nov,4,1,3,1,Returning_Visitor,TRUE,TRUE
1,15,0,0,29,1397.5,0.011555556,0.046190476,0,0.8,May,2,4,7,3,Returning_Visitor,FALSE,FALSE
1,12,0,0,18,691.5,0,0.005,0,0,May,2,4,4,2,Returning_Visitor,FALSE,FALSE
5,176,0,0,15,537.2,0.011764706,0.023529412,27.664,0.6,May,2,2,2,6,Returning_Visitor,FALSE,TRUE
